Class Name,Instance Side Definition,Class Side Definition
OSWindowWorldState,"WorldState subclass: #OSWindowWorldState 	instanceVariableNames: 'display' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'OSWindow-Core-Morphic'","OSWindowWorldState class 	instanceVariableNames: ''"
GLMPagePopedAndReplaced,"Announcement subclass: #GLMPagePopedAndReplaced 	instanceVariableNames: 'brick' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Glamour-Morphic-Pager-Announcement'","GLMPagePopedAndReplaced class 	instanceVariableNames: ''"
StackFilter,"Object subclass: #StackFilter 	instanceVariableNames: 'stack' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'DebuggerFilters'","StackFilter class 	instanceVariableNames: ''"
IconicButtonStateHolder,"Object subclass: #IconicButtonStateHolder 	instanceVariableNames: 'target actionSelector arguments labelGraphic color extent helpText borderWidth' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'NautilusCommon'","IconicButtonStateHolder class 	instanceVariableNames: ''"
DebuggerModelTest,"TestCase subclass: #DebuggerModelTest 	instanceVariableNames: 'session process context' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Debugger-Tests'","DebuggerModelTest class 	instanceVariableNames: ''"
ReSearchStringSourceAnchor,"ReSourceAnchor subclass: #ReSearchStringSourceAnchor 	instanceVariableNames: 'searchString' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Renraku-SourceAnchors'","ReSearchStringSourceAnchor class 	instanceVariableNames: ''"
ClassQueryTest,"TestCase subclass: #ClassQueryTest 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'System-SupportTests'","ClassQueryTest class 	instanceVariableNames: ''"
FLDelayedSerializationMock,"FLSerialization subclass: #FLDelayedSerializationMock 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'FuelTests-Mocks'","FLDelayedSerializationMock class 	instanceVariableNames: ''"
MTGroup,"MTDependency subclass: #MTGroup 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Versionner-Core-DependenciesModel'","MTGroup class 	instanceVariableNames: ''"
Pragma,"Object subclass: #Pragma 	instanceVariableNames: 'method arguments keyword' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Kernel-Pragmas'","Pragma class 	instanceVariableNames: ''"
LabelModel,"AbstractWidgetModel subclass: #LabelModel 	instanceVariableNames: 'labelHolder emphasis' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Spec-Core-Widgets'","LabelModel class 	instanceVariableNames: ''"
GLMCompositeArrangement,"Object subclass: #GLMCompositeArrangement 	instanceVariableNames: 'composite' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Glamour-Core'","GLMCompositeArrangement class 	instanceVariableNames: ''"
MalBreadthFirstSearchPath,"MalGraphAlgorithm subclass: #MalBreadthFirstSearchPath 	instanceVariableNames: 'start end fifo' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Moose-Algos-Graph'","MalBreadthFirstSearchPath class 	instanceVariableNames: ''"
FLStreamStrategy,"Object subclass: #FLStreamStrategy 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'FuelTests-StreamStrategies'","FLStreamStrategy class 	instanceVariableNames: ''"
FullBlockClosure,"BlockClosure variableSubclass: #FullBlockClosure 	instanceVariableNames: 'receiver' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Kernel-Methods'","FullBlockClosure class 	instanceVariableNames: ''"
MCOrganizationTest,"MCTestCase subclass: #MCOrganizationTest 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Monticello-Tests'","MCOrganizationTest class 	instanceVariableNames: ''"
MCSqueaksourceRepository,"MCHttpRepository subclass: #MCSqueaksourceRepository 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'MonticelloRemoteRepositories'","MCSqueaksourceRepository class 	instanceVariableNames: ''"
RPackageMCSynchronisationTest,"RPackageTestCase subclass: #RPackageMCSynchronisationTest 	instanceVariableNames: 'emptyOrganizer oldAnnouncer' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'RPackage-Tests'","RPackageMCSynchronisationTest class 	instanceVariableNames: ''"
VSUnloadConfigurationCommand,"VSConfigurationCommand subclass: #VSUnloadConfigurationCommand 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Versionner-Core-Commands'","VSUnloadConfigurationCommand class 	instanceVariableNames: ''"
GLMLabelBrick,"GLMInteractableBrick subclass: #GLMLabelBrick 	instanceVariableNames: 'dotsBrick stringBrick' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Glamour-Morphic-Brick-Widgets-Basic'","GLMLabelBrick class 	instanceVariableNames: ''"
RBVariableNodeTest,"TestCase subclass: #RBVariableNodeTest 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'AST-Tests-Core'","RBVariableNodeTest class 	instanceVariableNames: ''"
LGitCredentialsSSH,"LGitCredentials subclass: #LGitCredentialsSSH 	instanceVariableNames: 'publicKeyReference privateKeyReference' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'LibGit-Core-FFI-Structs'","LGitCredentialsSSH class 	instanceVariableNames: ''"
DelayNullSchedulerTest,"TestCase subclass: #DelayNullSchedulerTest 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Kernel-Tests-Processes'","DelayNullSchedulerTest class 	instanceVariableNames: ''"
GTEventCollectors,"Object subclass: #GTEventCollectors 	instanceVariableNames: 'mutex collectors' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'GT-EventRecorder-Support'","GTEventCollectors class 	instanceVariableNames: ''"
DAPackageDependency,"Object subclass: #DAPackageDependency 	instanceVariableNames: 'source target' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Tool-DependencyAnalyser-Core'","DAPackageDependency class 	instanceVariableNames: ''"
ManifestMorphicWidgetsPluggable,"PackageManifest subclass: #ManifestMorphicWidgetsPluggable 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Morphic-Widgets-Pluggable'","ManifestMorphicWidgetsPluggable class 	instanceVariableNames: ''"
MetacelloMCProjectSpecTestCase,"MetacelloProjectSpecTestCase subclass: #MetacelloMCProjectSpecTestCase 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Metacello-TestsMCCore'","MetacelloMCProjectSpecTestCase class 	instanceVariableNames: ''"
MalTarjanNode,"MalNodeWithNext subclass: #MalTarjanNode 	instanceVariableNames: 'index lowlink inStack cycleNodes' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Moose-Algos-Graph'","MalTarjanNode class 	instanceVariableNames: ''"
LimitedWriteStreamTest,"WriteStreamTest subclass: #LimitedWriteStreamTest 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Collections-Tests-Streams'","LimitedWriteStreamTest class 	instanceVariableNames: ''"
OSTouchTwoFingersRotationDetector,"OSTouchRotationDetector subclass: #OSTouchTwoFingersRotationDetector 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'OSWindow-Core-Gestures'","OSTouchTwoFingersRotationDetector class 	instanceVariableNames: ''"
LGitCheckoutProgressCallback,"LGitCallback subclass: #LGitCheckoutProgressCallback 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'LibGit-Core-FFI-Callbacks'","LGitCheckoutProgressCallback class 	instanceVariableNames: ''"
ZnInvalidUTF8,"ZnCharacterEncodingError subclass: #ZnInvalidUTF8 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Zinc-Character-Encoding-Core'","ZnInvalidUTF8 class 	instanceVariableNames: ''"
Schedule,"Timespan subclass: #Schedule 	instanceVariableNames: 'schedule' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Kernel-Chronology'","Schedule class 	instanceVariableNames: ''"
RBReturnInEnsureRule,"RBParseTreeLintRule subclass: #RBReturnInEnsureRule 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Refactoring-Critics-ParseTreeRules'","RBReturnInEnsureRule class 	instanceVariableNames: ''"
ManifestIcebergPlugin,"PackageManifest subclass: #ManifestIcebergPlugin 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Iceberg-Plugin'","ManifestIcebergPlugin class 	instanceVariableNames: ''"
ThirtyTwoBitRegister,"Object subclass: #ThirtyTwoBitRegister 	instanceVariableNames: 'hi low' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'System-Hashing-Core'","ThirtyTwoBitRegister class 	instanceVariableNames: ''"
OSTouchGestureDetector,"OSWindowEventGestureVisitor subclass: #OSTouchGestureDetector 	instanceVariableNames: 'deviceId activeFingers eventHandler' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'OSWindow-Core-Gestures'","OSTouchGestureDetector class 	instanceVariableNames: ''"
VSVersionCommand,"VSCommand subclass: #VSVersionCommand 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Versionner-Core-Commands'","VSVersionCommand class 	instanceVariableNames: ''"
IntervalTest,"CollectionRootTest subclass: #IntervalTest 	uses: TSortTest - {#testSort. #testSortUsingSortBlock} + TCloneTest + TIncludesWithIdentityCheckTest + TSequencedElementAccessTest + TIterateSequencedReadableTest + TSequencedConcatenationTest + TSubCollectionAccess + TAsStringCommaAndDelimiterSequenceableTest + TIndexAccess + TPrintOnSequencedTest + TConvertTest + (TCopySequenceableWithReplacement - {#testCopyReplaceAllWithManyOccurence. #collectionWith2TimeSubcollection}) + TCopySequenceableWithOrWithoutSpecificElements + (TCopySequenceableSameContents - {#testShuffled}) + (TCopyPartOfSequenceable - {#testCopyEmptyMethod}) + TCopyTest + TBeginsEndsWith + TConvertAsSortedTest + TSequencedStructuralEqualityTest + TOccurrencesTest 	instanceVariableNames: 'empty nonEmpty one elementIn elementNotIn subCollectionNotIn collectionOfFloat anotherCollection nonEmpty1Element subCollection collectionWithSubCollection subCollectionInNonEmpty collectionWithoutNil collectResult' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Collections-Tests-Sequenceable'","IntervalTest class 	uses: TSortTest classTrait + TCloneTest classTrait + TIncludesWithIdentityCheckTest classTrait + TSequencedElementAccessTest classTrait + TIterateSequencedReadableTest classTrait + TSequencedConcatenationTest classTrait + TSubCollectionAccess classTrait + TAsStringCommaAndDelimiterSequenceableTest classTrait + TIndexAccess classTrait + TPrintOnSequencedTest classTrait + TConvertTest classTrait + TCopySequenceableWithReplacement classTrait + TCopySequenceableWithOrWithoutSpecificElements classTrait + TCopySequenceableSameContents classTrait + TCopyPartOfSequenceable classTrait + TCopyTest classTrait + TBeginsEndsWith classTrait + TConvertAsSortedTest classTrait + TSequencedStructuralEqualityTest classTrait + TOccurrencesTest classTrait 	instanceVariableNames: ''"
MethodClassifierTest,"TestCase subclass: #MethodClassifierTest 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Tools-Test-Base'","MethodClassifierTest class 	instanceVariableNames: ''"
MalNodeWithPreviousAndNext,"MalNodeWithNext subclass: #MalNodeWithPreviousAndNext 	instanceVariableNames: 'previousNodes' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Moose-Algos-Graph'","MalNodeWithPreviousAndNext class 	instanceVariableNames: ''"
MetacelloSemanticVersionNumber,"Magnitude subclass: #MetacelloSemanticVersionNumber 	instanceVariableNames: 'normalVersion preReleaseVersion buildVersion' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Metacello-Core-Model'","MetacelloSemanticVersionNumber class 	instanceVariableNames: ''"
WatchpointTests,"TestCase subclass: #WatchpointTests 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Reflectivity-Tools-Tests'","WatchpointTests class 	instanceVariableNames: ''"
IndexedEyeElement,"BasicIndexedEyeElement subclass: #IndexedEyeElement 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Spec-Inspector-Element'","IndexedEyeElement class 	instanceVariableNames: ''"
OCCompilerSyntaxErrorNotifyingTest,"OCCompilerNotifyingTest subclass: #OCCompilerSyntaxErrorNotifyingTest 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'OpalCompiler-Tests-FromOld'","OCCompilerSyntaxErrorNotifyingTest class 	instanceVariableNames: ''"
MalGraphStructure,"MalGraphAlgorithm subclass: #MalGraphStructure 	instanceVariableNames: 'nodeClass edgeClass' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Moose-Algos-Graph'","MalGraphStructure class 	instanceVariableNames: ''"
TickSelectionCheckboxMorph,"CheckboxMorph subclass: #TickSelectionCheckboxMorph 	instanceVariableNames: 'index' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Morphic-Widgets-TickList'","TickSelectionCheckboxMorph class 	instanceVariableNames: ''"
ConfigurationOfGofer,"Object subclass: #ConfigurationOfGofer 	instanceVariableNames: 'project' 	classVariableNames: 'LastVersionLoad' 	poolDictionaries: '' 	category: 'ConfigurationOfGofer'","ConfigurationOfGofer class 	instanceVariableNames: ''"
GZipWriteStream,"ZipWriteStream subclass: #GZipWriteStream 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: 'GZipConstants' 	category: 'Compression-Streams'","GZipWriteStream class 	instanceVariableNames: ''"
FTArrayIndexColumn,"Object subclass: #FTArrayIndexColumn 	instanceVariableNames: 'id width index' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Spec-Core-Widgets'","FTArrayIndexColumn class 	instanceVariableNames: ''"
GlobalVariableTest,"TestCase subclass: #GlobalVariableTest 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Slot-Tests'","GlobalVariableTest class 	instanceVariableNames: ''"
ReStringBasedCritique,"ReAbstractCritique subclass: #ReStringBasedCritique 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Renraku-Critiques'","ReStringBasedCritique class 	instanceVariableNames: ''"
DiffChangeRecordConverter,"AbstractMethodReferenceConverter subclass: #DiffChangeRecordConverter 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Spec-Tools-VersionBrowser'","DiffChangeRecordConverter class 	instanceVariableNames: ''"
TraitMethodDescription,"Object subclass: #TraitMethodDescription 	instanceVariableNames: 'selector locatedMethods' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Traits-Composition'","TraitMethodDescription class 	instanceVariableNames: ''"
PeelToFirstDebugAction,"DebugAction subclass: #PeelToFirstDebugAction 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'DebuggerActions'","PeelToFirstDebugAction class 	instanceVariableNames: ''"
GLMPagerWidgetThemer,"Object subclass: #GLMPagerWidgetThemer 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Glamour-Morphic-Pager-Theme'","GLMPagerWidgetThemer class 	instanceVariableNames: ''"
IdentityMorphTreeListManager,"MorphTreeListManager subclass: #IdentityMorphTreeListManager 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Nautilus-MorphTreeWidget-Extension'","IdentityMorphTreeListManager class 	instanceVariableNames: ''"
IceAskForUsernameAndEmailModel,"ComposableModel subclass: #IceAskForUsernameAndEmailModel 	instanceVariableNames: 'nameLabel nameInput emailLabel emailInput globalCheckbox acceptButton acceptBlock' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Iceberg-UI-View'","IceAskForUsernameAndEmailModel class 	instanceVariableNames: ''"
FileSystemResolver,"Object subclass: #FileSystemResolver 	instanceVariableNames: 'next' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'FileSystem-Core-Implementation'","FileSystemResolver class 	instanceVariableNames: ''"
GLMSouthDirection,"GLMDirection subclass: #GLMSouthDirection 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Glamour-Morphic-Brick-Utils-Geometry'","GLMSouthDirection class 	instanceVariableNames: ''"
FLObjectCluster,"FLIteratingCluster subclass: #FLObjectCluster 	instanceVariableNames: 'theClass' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Fuel-Clusters'","FLObjectCluster class 	instanceVariableNames: ''"
TxAttribute,"Object subclass: #TxAttribute 	instanceVariableNames: 'value' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'TxText-Model'","TxAttribute class 	instanceVariableNames: ''"
FLPointerObjectCluster,"FLObjectCluster subclass: #FLPointerObjectCluster 	instanceVariableNames: 'variablesMapping' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Fuel-Clusters'","FLPointerObjectCluster class 	instanceVariableNames: ''"
